index,id,title,date,tags,images
1,3add6f94-3ef1-8004-89d4-da1ebb592f33,Vienna Racialists Guarded in Parade,,Nazis/Fascists; Antizionism; Political Zionism; Austria; Europe; Western Antisemitism,
2,3add6f94-3ef1-807d-a9dd-c3ee8ccd8f26,Cairo,1951-08-06,Egypt; Arab World; Islamic World; Mufti; Jordan; England/UK; Western Intervention,images/0002-Cairo-1.png
3,3add6f94-3ef1-8066-b952-de0191fe7c5c,Egypt and the Suez,1951-08-09,Egypt; Arab World; Africa; Islamic World; Intent in Israel/Palestine,images/0003-Egypt-and-the-Suez-1.png
4,3add6f94-3ef1-80af-a960-f5c3368cb548,Arabs Will Discuss Three Major Issues,1951-08-19,Egypt; Arab World; Arab League; Islamic World; Blockade/Siege/Targeting of Food & Water; Ceasefire Violations; Intent in Israel/Palestine,images/0004-Arabs-Will-Discuss-Three-Major-Issues-1.png
5,3add6f94-3ef1-80dc-981d-e5c1cac602ee,Refugee Position Improved by Iran,1951-08-04,Iran; Islamic World; Ethnic Cleansing; Muslim Antisemitism; UN & League of Nations,images/0005-Refugee-Position-Improved-by-Iran-1.png
6,3add6f94-3ef1-80c5-97f9-de1b70a9323d,"$52,287,000 Expended in Israel in 6 Months",1951-08-31,"Sources of Funding; Use of ""colony"" to describe Jewish communities",images/0006-52-287-000-Expended-in-Israel-in-6-Months-1.png
7,3add6f94-3ef1-80f4-a487-eede3c42cf7d,Plan Given to Spur Farming in Israel,1951-08-20,Israel/Palestine; Intent in Israel/Palestine,images/0007-Plan-Given-to-Spur-Farming-in-Israel-1.png
8,3add6f94-3ef1-80ba-b977-f546f82ef22a,Jewish Committee Fears Nazi Rebirth,1951-08-29,Germany; Europe; Western Antisemitism; Nazis/Fascists,images/0008-Jewish-Committee-Fears-Nazi-Rebirth-1.png
9,3add6f94-3ef1-8059-9801-fe44007f30c1,Jews in Germany Protest,1951-08-22,Germany; Nazis/Fascists; Europe; Western Antisemitism,images/0009-Jews-in-Germany-Protest-1.png
10,3add6f94-3ef1-80f4-abd9-f6b9302c8fab,Jews Criticize Hungary,1951-08-25,Hungary; Europe; Western Antisemitism; Antizionism; Ethnic Cleansing; USSR; Russia,images/0010-Jews-Criticize-Hungary-1.png
11,3add6f94-3ef1-80c6-86bb-f7296926b754,9 More Pledge Palestine Aid,1952-08-01,"England/UK; Western Intervention; Israel/Palestine; ""The Nakba""; Sources of Funding",images/0011-9-More-Pledge-Palestine-Aid-1.png
12,3add6f94-3ef1-8043-81c8-d6a53702e745,Shift in Egypt Spurs Hope for Arab-Israeli Accord,1952-08-24,Egypt; Israel/Palestine; Intent in Israel/Palestine; Arab World; Islamic World; Palestinian Identity,images/0012-Shift-in-Egypt-Spurs-Hope-for-Arab-Israeli-Accord-1.png
13,3add6f94-3ef1-8028-9e68-c854990d97e5,Israel in Peace Bid to New Cairo Chief,1952-08-19,Israel/Palestine; Egypt; Arab World; Islamic World; Intent in Israel/Palestine; Syria; Muslim Antisemitism,images/0013-Israel-in-Peace-Bid-to-New-Cairo-Chief-1.png
14,3add6f94-3ef1-80c6-a155-d7c6294331a3,Israel and Egypt,1952-08-20,Israel/Palestine; Egypt; Arab World; Islamic World; Intent in Israel/Palestine,images/0014-Israel-and-Egypt-1.png
15,3add6f94-3ef1-80fc-a9e7-ef82b26f27e6,Israel Will Replace Tents Of Migrants With Houses,1952-08-02,Israel/Palestine; Sources of Funding; Jewish contributions/activism,images/0015-Israel-Will-Replace-Tents-Of-Migrants-With-Houses-1.png
16,3add6f94-3ef1-8016-93f8-fdeddefa3c2f,Mourners for Auerbach Clash with Munich Police,1952-08-19,Germany; Europe; Western Antisemitism; Holocaust,images/0016-Mourners-for-Auerbach-Clash-with-Munich-Police-1.png
17,3add6f94-3ef1-8041-a88c-ddf9998780fd,Three of Court Were Former Nazis,1952-08-15,Germany; Nazis/Fascists; Western Antisemitism; Europe,images/0017-Three-of-Court-Were-Former-Nazis-1.png
18,3add6f94-3ef1-8031-981b-dc37662cf96f,German Found Perjurer,1952-08-28,Germany; Europe; Western Antisemitism,images/0018-German-Found-Perjurer-1.png
19,3add6f94-3ef1-8080-b75e-cf3b907e166e,U.N.’s Policy on Jerusalem is Issue in New Israeli Move,1953-08-09,UN & League of Nations; Israel/Palestine; Arab World; Islamic World; Intent in Israel/Palestine; Holy Sites,images/0019-U.N.-s-Policy-on-Jerusalem-is-Issue-in-New-Israeli-Move-1.png
20,3add6f94-3ef1-80db-bb53-fbccf67bb2fc,Israeli Charges Jordan ‘Trickery’,1953-08-07,Israel/Palestine; Arab World; Islamic World; Jordan; Lies about Israel; Ceasefire Violations,images/0020-Israeli-Charges-Jordan-Trickery-1.png
21,3add6f94-3ef1-80d2-9b91-fdf77d8fccfd,13 Israelis Jailed in Terrorist Trial,1953-08-26,Terrorism; Israel/Palestine; Stern Group; Intent in Israel/Palestine,images/0021-13-Israelis-Jailed-in-Terrorist-Trial-1.png
22,3add6f94-3ef1-80e4-9bff-d545f482162d,Rabbi Going to Madrid,1953-08-21,Spain; Europe; US; The Americas,images/0022-Rabbi-Going-to-Madrid-1.png
23,3add6f94-3ef1-8068-adc7-e6ba56b06a3e,Jewish Unit Debates Bid to Ask Nazi Curb,1953-08-10,Germany; Nazis/Fascists; Europe; Western Antisemitism,images/0023-Jewish-Unit-Debates-Bid-to-Ask-Nazi-Curb-1.png
24,3add6f94-3ef1-809c-9ca8-cc54fb0a2cb5,"Jews Found Curbed in Iran, Afghanistan",1953-08-02,Afghanistan; Iran; Muslim Antisemitism; Islamic World,images/0024-Jews-Found-Curbed-in-Iran-Afghanistan-1.png
25,3add6f94-3ef1-80d3-b7c6-e30de6f23c1c,Israeli Citizenship Voted to Jews Nazis Destroyed,1953-08-20,Holocaust; Nazis/Fascists; Israel/Palestine; Jewish Culture Beliefs & Debates,images/0025-Israeli-Citizenship-Voted-to-Jews-Nazis-Destroyed-1.png
26,3add6f94-3ef1-803d-8ab8-f3beb42f3c14,Slain Israelis Identified,1953-08-31,Israel/Palestine; Targeting of Civilians; Jordan; Arab World; Islamic World,images/0026-Slain-Israelis-Identified-1.png
27,3add6f94-3ef1-80b7-9b37-d2db555e693e,Izvestia Prints Denial by Israel on U.S. Pact,1954-08-10,Israel/Palestine; US; Russia; USSR; Lies about Israel,images/0027-Izvestia-Prints-Denial-by-Israel-on-U.S.-Pact-1.png
28,3add6f94-3ef1-807d-9c2d-f39238a4798c,Israel Bids U.S. Back its Words,1954-08-31,US; Egypt; Iraq; Israel/Palestine; Arab World; Islamic World; Western Intervention; Blockade/Siege/Targeting of Food & Water,images/0028-Israel-Bids-U.S.-Back-its-Words-1.png
29,3add6f94-3ef1-8014-a858-f245c7591b64,Jews of Africa Sought By Israel,1955-08-24,Africa; Islamic World; Arab World; Israel/Palestine,images/0029-Jews-of-Africa-Sought-By-Israel-1.png
30,3add6f94-3ef1-807e-806b-c5a97dab82f7,"$10,000,000 Asked for African Jews",1955-08-30,Africa; Arab World; Islamic World; Muslim Antisemitism; Israel/Palestine; Sources of Funding,images/0030-10-000-000-Asked-for-African-Jews-1.png
31,3add6f94-3ef1-800e-958c-d058f7b1ef0c,African Jews Ask Haven In Israel,1855-08-26,Africa; Islamic World; Arab World; Muslim Antisemitism; Israel/Palestine; Pogroms; Jewish history (relative to time of article),images/0031-African-Jews-Ask-Haven-In-Israel-1.png
32,3add6f94-3ef1-8077-a2d5-d878a437c8c3,Letter to the editor: Woman’s Role in Judaism,1955-08-12,Jewish Culture Beliefs & Debates; Western Antisemitism,images/0032-Letter-to-the-editor-Woman-s-Role-in-Judaism-1.png
33,3add6f94-3ef1-807d-8ee9-cd4c21fc0276,To Aid Moroccan Jews,1955-08-29,Morocco; Arab World; Islamic World; Pogroms; Muslim Antisemitism; Sources of Funding,images/0033-To-Aid-Moroccan-Jews-1.png
34,3add6f94-3ef1-8000-ba69-c3e83298cdd4,"Woman Named Temple Cantor, Perhaps First in Jewish History",1955-08-03,Jewish Culture Beliefs & Debates; US; The Americas,images/0034-Woman-Named-Temple-Cantor-Perhaps-First-in-Jewish-History-1.png
35,3add6f94-3ef1-806a-bbfc-e77b188fb1c3,More Old Tombs Found,1955-08-10,Israel/Palestine; Jewish history (relative to time of article),images/0035-More-Old-Tombs-Found-1.png
36,3add6f94-3ef1-80e1-ad72-d2033cf15b48,Shrines Decaying in Old Jerusalem,1955-08-21,Holy Sites; Jordan; Legal Restrictions against Jews; Israel/Palestine; Arab World; Islamic World,images/0036-Shrines-Decaying-in-Old-Jerusalem-1.png
37,3add6f94-3ef1-80cb-8a67-d464db3f0634,Letter to the Editor: Israel’s Stand Given in Reply to Recent Criticism,1955-08-22,Israel/Palestine; UN & League of Nations; Egypt; Ceasefire Violations; Intent in Israel/Palestine; Arab World,images/0037-Letter-to-the-Editor-Israel-s-Stand-Given-in-Reply-to-Recent-Criticism-1.png
38,3add6f94-3ef1-806b-bc7f-ebd385af932f,Bulgar Jets Blamed,1955-08-26,Israel/Palestine; Bulgaria; Lies about Israel,images/0038-Bulgar-Jets-Blamed-1.png
39,3add6f94-3ef1-8073-8cbf-f5cacad23b77,Truce Team Scores Egypt,1955-08-15,Ceasefire Violations; Israel/Palestine; Egypt; Arab World; Islamic World; Intent in Israel/Palestine; Blockade/Siege/Targeting of Food & Water,images/0039-Truce-Team-Scores-Egypt-1.png
40,3add6f94-3ef1-801d-8bb0-d0a4a4ae8864,Killings Harass Israel,1955-08-31,Egypt; Israel/Palestine; Arab World; Islamic World; Terrorism,images/0040-Killings-Harass-Israel-1.png
41,3add6f94-3ef1-803f-b5a8-fb12aad3711a,Israel Reports Ambush Death; Egypt Says 12 Other Israelis Die,1955-08-27,Egypt; Israel/Palestine; Islamic World; Arab World; Intent in Israel/Palestine,images/0041-Israel-Reports-Ambush-Death-Egypt-Says-12-Other-Israelis-Die-1.png
42,3add6f94-3ef1-8015-a194-c11950ca3263,Egypt Breaks Off Israeli Talks On Easing Gaza Border Strife,1955-08-25,Egypt; Arab World; Islamic World; Israel/Palestine; UN & League of Nations,images/0042-Egypt-Breaks-Off-Israeli-Talks-On-Easing-Gaza-Border-Strife-1.png
43,3add6f94-3ef1-80a5-ad44-ebb5f57c54af,2 Israelis Wounded in Negev Flare-Up,1955-08-28,Israel/Palestine; Terrorism; Targeting of Civilians; Egypt; Arab World; Islamic World,images/0043-2-Israelis-Wounded-in-Negev-Flare-Up-1.png
44,3add6f94-3ef1-80ef-9e96-d925ab87c07d,Israeli Expert Lays Air Crash to Fighters; Disputes Bulgarian Version About Guns,1955-08-01,Israel/Palestine; Bulgaria; Lies about Israel,images/0044-Israeli-Expert-Lays-Air-Crash-to-Fighters-Disputes-Bulgarian-Version-About-Guns-1.png
45,3add6f94-3ef1-8074-aaa8-f6fb80e9d383,Jordanian Raids Into Israel Drop,1955-08-22,Jordan; Arab World; Islamic World; Israel/Palestine; Terrorism; Intent in Israel/Palestine,images/0045-Jordanian-Raids-Into-Israel-Drop-1.png
46,3acd6f94-3ef1-809c-9739-cbd403df693f,Britain is Uneasy Over Middle East,1955-08-02,England/UK; US; Western Intervention; Egypt; Blockade/Siege/Targeting of Food & Water; Arab World,images/0046-Britain-is-Uneasy-Over-Middle-East-1.png
47,3acd6f94-3ef1-8064-a0d1-ffa04dd6ddab,Cairo Accepts Cease-Fire Proposed by U.N. for Gaza,1955-08-31,Egypt; Terrorism; Arab World; Islamic World; Israel/Palestine; UN & League of Nations; Ceasefire Violations; Targeting of Civilians,images/0047-Cairo-Accepts-Cease-Fire-Proposed-by-U.N.-for-Gaza-1.png
48,3acd6f94-3ef1-8043-8451-da7de59040e0,Sharett Assails Egypt,1955-08-25,Israel/Palestine; Egypt; Arab World; Islamic World; Intent in Israel/Palestine,images/0048-Sharett-Assails-Egypt-1.png
49,3acd6f94-3ef1-803f-bb03-d18eb77451b4,‘New’ Tactic Alleged,1955-08-29,Israel/Palestine; Egypt; Terrorism; Ceasefire Violations; Targeting of Civilians; Arab World; Islamic World,images/0049-New-Tactic-Alleged-1.png
50,3acd6f94-3ef1-8091-899e-d272ee5fed95,Israel is Draining Swamps for Farms,1953-08-18,Israel/Palestine; Land purchases in Israel/Palestine,images/0050-Israel-is-Draining-Swamps-for-Farms-1.png
51,3acd6f94-3ef1-803c-b080-d0584ab0e5dd,Social Gains Won by Tunisia’s Jews,1954-08-01,Tunisia; Africa; Arab World; Islamic World; Legal Restrictions against Jews; Sources of Funding; Jewish contributions/activism,images/0051-Social-Gains-Won-by-Tunisia-s-Jews-1.png; images/0051-Social-Gains-Won-by-Tunisia-s-Jews-2.png
52,3acd6f94-3ef1-80e6-a350-e27b156e8555,Rescue of Jews in Africa Urged,1954-08-25,Arab World; Africa; Islamic World; Muslim Antisemitism; Pogroms; Morocco; Tunisia; Sources of Funding,images/0052-Rescue-of-Jews-in-Africa-Urged-1.png
53,3acd6f94-3ef1-801f-b955-c262e1c8e847,Slave Talks Stir Sudden Interest,1956-08-14,UN & League of Nations; Saudi Arabia; Arab World; Islamic World,images/0053-Slave-Talks-Stir-Sudden-Interest-1.png
54,3acd6f94-3ef1-80e5-973c-d751445de219,Oil For Nasser’s Lamps,1956-08-04,UAR; Egypt; Africa; Arab World; Islamic World; Oil; US; Western Intervention; Sources of Funding,images/0054-Oil-For-Nasser-s-Lamps-1.png
55,3acd6f94-3ef1-8005-8de4-ee42f425add0,Jewish Poet Ends Ordeal in Soviet,1956-08-06,USSR; Russia; Western Antisemitism; Antizionism; Europe,images/0055-Jewish-Poet-Ends-Ordeal-in-Soviet-1.png
56,3acd6f94-3ef1-8047-9056-d0d7229c72dc,Anti-Semitism Rise in West Europe Seen,1956-08-02,Western Antisemitism; Europe; France; Germany; Nazis/Fascists,images/0056-Anti-Semitism-Rise-in-West-Europe-Seen-1.png
57,3acd6f94-3ef1-80ec-bb5a-c11b9b0f353a,Dulles Pledges Anti-Bias Action,1956-08-19,Arab World; Muslim Antisemitism; Saudi Arabia; Islamic World; US,images/0057-Dulles-Pledges-Anti-Bias-Action-1.png
58,3acd6f94-3ef1-80ec-b7f5-e4d2b98e14a3,Israel Condemns Egyptian,1956-08-07,Terrorism; Egypt; Israel/Palestine; Arab World; Islamic World,images/0058-Israel-Condemns-Egyptian-1.png
59,3acd6f94-3ef1-80f6-a0fe-c538a046433f,Panel Bids Jordan Bar Raids on Israel,1956-08-21,Jordan; Arab World; Islamic World; Israel/Palestine; Ceasefire Violations,images/0059-Panel-Bids-Jordan-Bar-Raids-on-Israel-1.png
60,3acd6f94-3ef1-804a-bb03-f8ca75df4f04,Israel Reports Attack,1956-08-13,Israel/Palestine; Arab World; Islamic World; Jordan; Ceasefire Violations; Egypt,images/0060-Israel-Reports-Attack-1.png
61,3acd6f94-3ef1-8018-8de2-f158cd1917f7,Mines Kill 2 Israelis,1956-08-31,Israel/Palestine; Egypt; Arab World; Islamic World; Ceasefire Violations,images/0061-Mines-Kill-2-Israelis-1.png
62,3acd6f94-3ef1-80b4-b047-c67040b75515,Ben-Gurion Cites Israeli Suez Need,1956-08-27,Israel/Palestine; Ceasefire Violations; Egypt; UAR; Arab World; Islamic World; Africa; UN & League of Nations,images/0062-Ben-Gurion-Cites-Israeli-Suez-Need-1.png
63,3acd6f94-3ef1-8013-a3b4-c287ab4241b5,"4 Israelis on Bus Killed, 7 Hurt in an Ambush in Southern Negev",1956-08-17,Israel/Palestine; Targeting of Civilians; Jordan; Arab World; Islamic World; Ceasefire Violations,images/0063-4-Israelis-on-Bus-Killed-7-Hurt-in-an-Ambush-in-Southern-Negev-1.png
64,3acd6f94-3ef1-80ec-9da6-f9022e3cb716,Israel Sees Suez Crisis Strengthening Her Case,1956-08-26,Israel/Palestine; Egypt; UAR; Arab World; Islamic World; Africa; Ceasefire Violations; Blockade/Siege/Targeting of Food & Water,images/0064-Israel-Sees-Suez-Crisis-Strengthening-Her-Case-1.png
65,3acd6f94-3ef1-8064-8d92-f6448e700715,Israeli Offers New Air Concept,1957-08-18,Israel/Palestine; Jewish contributions/activism,images/0065-Israeli-Offers-New-Air-Concept-1.png
66,3acd6f94-3ef1-8074-ab18-e3c688cf3040,Visit to Israeli Barred,1957-08-06,NGOs; Egypt; Ceasefire Violations; Arab World; Islamic World; Israel/Palestine,images/0066-Visit-to-Israeli-Barred-1.png
67,3acd6f94-3ef1-80cd-bd6e-f3f1aa8aaab5,Israel Assails Egypt,1957-08-07,Israel/Palestine; Egypt; Arab World; Islamic World; NGOs; Ceasefire Violations,images/0067-Israel-Assails-Egypt-1.png
68,3acd6f94-3ef1-80ab-a7bc-ffb62b603916,Jordan Widens Israel Boycott,1957-08-30,Jordan; Boycotts against Jews; Arab World; Islamic World; Israel/Palestine,images/0068-Jordan-Widens-Israel-Boycott-1.png
69,3acd6f94-3ef1-80af-9c23-d95395e07525,Police Rout 400 At Negro’s Home,1957-08-20,US; The Americas; Jewish contributions/activism,images/0069-Police-Rout-400-At-Negro-s-Home-1.png
70,3acd6f94-3ef1-80f7-9581-d1671a0e74db,Zionists’ Zeal in Recruiting Emigrants Clogs the ‘Underground Railroad’ - Travelers Refuse to Turn Back,1957-08-25,Arab World; Islamic World; Muslim Antisemitism; Morocco; Ethnic Cleansing; Legal Restrictions against Jews; Antizionism; Political Zionism; Israel/Palestine,images/0070-Zionists-Zeal-in-Recruiting-Emigrants-Clogs-the-Underground-Railroad---Travelers-1.png
71,3acd6f94-3ef1-800e-bfd5-c503f3b2363c,Nazi Urged Jews’ State,1957-08-01,"Nazis/Fascists; Political Zionism; Israel/Palestine; ""Jewish Question""",images/0071-Nazi-Urged-Jews-State-1.png
72,3acd6f94-3ef1-809f-9f5c-d502f70ac48a,"Aid Abroad Goes to 183,075 Jews",1957-08-11,Sources of Funding; Muslim Antisemitism; Western Antisemitism,images/0072-Aid-Abroad-Goes-to-183-075-Jews-1.png
73,3acd6f94-3ef1-800a-aff9-d92840bb707a,Jordan Seizes Arms in Refugee Camps; 142 Reported Held,1958-08-16,"UN & League of Nations; England/UK; Western Intervention; Jordan; Arab World; Islamic World; ""The Nakba""",images/0073-Jordan-Seizes-Arms-in-Refugee-Camps-142-Reported-Held-1.png
74,3acd6f94-3ef1-80c4-af11-fdffe0fb5bc5,Hussein Predicts Jordan Can Save Herself With Aid,1958-08-17,Hashemites; Jordan; Arab World; Islamic World; England/UK; Western Intervention; US,images/0074-Hussein-Predicts-Jordan-Can-Save-Herself-With-Aid-1.png
75,3acd6f94-3ef1-80f9-9974-cf7194c33ac2,U.S. Arms Vessel Arrives in Iraq,1958-08-21,US; Iraq; Arab World; Western Intervention; Islamic World; Hashemites,images/0075-U.S.-Arms-Vessel-Arrives-in-Iraq-1.png
76,3acd6f94-3ef1-8096-8a2f-fe28b14ce9bd,Isolated Jordan Calm on Surface,1958-08-10,Jordan; Arab World; Islamic World; England/UK; Western Intervention; Israel/Palestine,images/0076-Isolated-Jordan-Calm-on-Surface-1.png
77,3acd6f94-3ef1-8042-8c39-c3b4e207a479,Hope For Jordan Considered Slim,1958-08-09,Jordan; Arab World; Islamic World; England/UK; Western Intervention; Hashemites; Lebanon; US,images/0077-Hope-For-Jordan-Considered-Slim-1.png
78,3acd6f94-3ef1-80dd-9f4e-ceda6e1b5230,Jordan Still Shaky,1958-08-03,Jordan; Arab World; Islamic World; England/UK; Arab League; US; Western Intervention,images/0078-Jordan-Still-Shaky-1.png
79,3acd6f94-3ef1-8004-83ea-c9af60982178,Solution For Jordan Key MidEast Problem,1958-08-17,Jordan; England/UK; Arab World; Islamic World; Western Intervention; Sources of Funding; Hashemites; Intent in Israel/Palestine; Terrorism; Israel/Palestine,images/0079-Solution-For-Jordan-Key-MidEast-Problem-1.png; images/0079-Solution-For-Jordan-Key-MidEast-Problem-2.png
80,3acd6f94-3ef1-8045-a899-d44e17e5ec3b,Jordanian Testifies to Anti-Nasser Plot,1958-08-24,Jordan; Egypt; UAR; Arab World; Islamic World; England/UK; Western Intervention,images/0080-Jordanian-Testifies-to-Anti-Nasser-Plot-1.png
81,3acd6f94-3ef1-8046-9eb2-ed6aaf343bee,Seen as Bid to West,1958-08-07,Jordan; Arab World; Islamic World; Israel/Palestine; Intent in Israel/Palestine; US; Western Intervention; England/UK,images/0081-Seen-as-Bid-to-West-1.png
82,3acd6f94-3ef1-8037-85f7-ea588fca19ff,Arabs Called Minority,1958-08-21,Arab World; Islamic World; Kurds; Iran; Turkey; Afghanistan; Pakistan,images/0082-Arabs-Called-Minority-1.png
83,3acd6f94-3ef1-80c2-877a-d8f651a20bf7,Control of Jerusalem Urged,1958-08-10,Israel/Palestine; Intent in Israel/Palestine; Jordan; UAR; Egypt; Pan-Arabism,images/0083-Control-of-Jerusalem-Urged-1.png
84,3acd6f94-3ef1-806e-b148-d9c16d005566,Zionists Endorse U.S. Mideast Plan,1958-08-18,Intent in Israel/Palestine; Arab World; Arab League; Islamic World; Pan-Arabism; UAR; Egypt,images/0084-Zionists-Endorse-U.S.-Mideast-Plan-1.png
85,3acd6f94-3ef1-8024-bff9-da6a2a75df22,Arabs Now Hope to Crush Israel,1958-08-25,Arab World; Arab League; Intent in Israel/Palestine; Islamic World; US; Western Intervention,images/0085-Arabs-Now-Hope-to-Crush-Israel-1.png
86,3acd6f94-3ef1-80b6-9fe5-f72ac8119b15,"Israelis, Syrians Clash",1958-08-01,Israel/Palestine; Syria; Arab World; Islamic World; UN & League of Nations; Targeting of Civilians; Ceasefire Violations,images/0086-Israelis-Syrians-Clash-1.png
87,3acd6f94-3ef1-80e1-8dd6-cdc5f4df9ac8,Two Israelis Slain in Algeria,1958-08-19,Algeria; Africa; Islamic World; Arab World; Israel/Palestine; Antizionism,images/0087-Two-Israelis-Slain-in-Algeria-1.png
88,3acd6f94-3ef1-80f7-9310-dbc6a7bc2c63,Israel Looks to Hammarskjod,1958-08-23,Israel/Palestine; UN & League of Nations; Intent in Israel/Palestine; Arab World; Arab League; Islamic World,images/0088-Israel-Looks-to-Hammarskjod-1.png
89,3acd6f94-3ef1-804a-b9b6-e1f9ccffea90,10 Ex-Nazis Jailed in Slaying of Jews,1958-08-30,Germany; Nazis/Fascists; Holocaust; Western Antisemitism; Europe,images/0089-10-Ex-Nazis-Jailed-in-Slaying-of-Jews-1.png
90,3acd6f94-3ef1-807e-bf1f-d6e6dbfe0624,Israelis Against U.N. Aid For Cairo,1958-08-11,Egypt; UN & League of Nations; Israel/Palestine; Arab World; Islamic World; Jordan; Lebanon; Intent in Israel/Palestine,images/0090-Israelis-Against-U.N.-Aid-For-Cairo-1.png
91,3acd6f94-3ef1-80a6-a286-da2d50c309ba,Letter to Editor: Extremism in the Mideast,1958-08-07,Terrorism; Israel/Palestine; Arab World; Islamic World; Intent in Israel/Palestine,images/0091-Letter-to-Editor-Extremism-in-the-Mideast-1.png
92,3acd6f94-3ef1-80fe-9611-ee987460df36,Bias Against Jews In Soviet Assayed,1958-08-18,USSR; Europe; Russia; Western Antisemitism; Education/Educators weaponized against Jews,images/0092-Bias-Against-Jews-In-Soviet-Assayed-1.png
93,3acd6f94-3ef1-8040-a743-e3227b4a10b8,Anti-Semitism rises at Bavaria College,1958-08-02,Germany; Europe; Western Antisemitism; Education/Educators weaponized against Jews,images/0093-Anti-Semitism-rises-at-Bavaria-College-1.png
94,3acd6f94-3ef1-808d-bffb-ed518b834085,Arabs Cool to U.N. On Refugee Plan,1959-08-09,"Arab World; Arab League; Islamic World; ""The Nakba""; Israel/Palestine; UN & League of Nations; Sources of Funding; US; Western Intervention",images/0094-Arabs-Cool-to-U.N.-On-Refugee-Plan-1.png
95,3acd6f94-3ef1-80ee-aa8c-edadaf812edf,Jordan Premier Offers Refuge to Palestinians,1959-08-27,"Jordan; Arab World; Islamic World; ""The Nakba""",images/0095-Jordan-Premier-Offers-Refuge-to-Palestinians-1.png
96,3acd6f94-3ef1-8051-b290-dcc17e044668,Alabama Governor Defiant,1959-08-11,US; The Americas; Western Antisemitism,images/0096-Alabama-Governor-Defiant-1.png
97,3acd6f94-3ef1-807d-89ae-ed5e5057e840,Soviet Is Accused of Anti-Semitism,1959-08-09,USSR; Russia; Europe; Western Antisemitism,images/0097-Soviet-Is-Accused-of-Anti-Semitism-1.png
98,3acd6f94-3ef1-8015-90a3-d1a38cdbd16c,Arab States Bar Refugee Aid Plan,1959-08-19,"UN & League of Nations; Sources of Funding; ""The Nakba""",images/0098-Arab-States-Bar-Refugee-Aid-Plan-1.png
99,3acd6f94-3ef1-807b-8797-ceadefabf534,Arabs Plan to Tighten Boycott,1959-08-14,Arab World; Arab League; Islamic World; Boycotts against Jews; Israel/Palestine,images/0099-Arabs-Plan-to-Tighten-Boycott-1.png
100,3acd6f94-3ef1-80c3-8a5d-c4ede8b3742f,"$26,400,000 Given to Jewish Appeal",1959-08-28,Sources of Funding,images/0100-26-400-000-Given-to-Jewish-Appeal-1.png
101,3acd6f94-3ef1-805e-9cd5-e4825be78c00,Israel Insistent on Suez Passage,1959-08-14,Israel/Palestine; Arab World; Islamic World; Ceasefire Violations; UN & League of Nations,images/0101-Israel-Insistent-on-Suez-Passage-1.png
102,3acd6f94-3ef1-80b6-ab0e-f46c62b117ad,Cairo Reasserts Israeli Suez Ban,1959-08-09,UAR; Egypt; Israel/Palestine; Ceasefire Violations; UN & League of Nations; Blockade/Siege/Targeting of Food & Water,images/0102-Cairo-Reasserts-Israeli-Suez-Ban-1.png
103,3acd6f94-3ef1-80e3-969a-e1630d9702e8,Beirut Debates Loyalty of Jews,1959-08-07,Lebanon; Islamic World; Arab World; Antizionism; Muslim Antisemitism,images/0103-Beirut-Debates-Loyalty-of-Jews-1.png
104,3acd6f94-3ef1-80d9-9226-ea7c39760a41,Israel Asks Return of Impounded Mail,1959-08-26,Israel/Palestine; UAR; Egypt; Blockade/Siege/Targeting of Food & Water,images/0104-Israel-Asks-Return-of-Impounded-Mail-1.png
105,3acd6f94-3ef1-8041-a1c4-fcb7df048f4f,Temple Attacker Dies in Car Crash,1960-08-31,US; The Americas; Western Antisemitism,images/0105-Temple-Attacker-Dies-in-Car-Crash-1.png
106,3acd6f94-3ef1-8031-96f3-e104ea58ed6a,Jews in India Unite,1960-08-18,India; Jewish Culture Beliefs & Debates,images/0106-Jews-in-India-Unite-1.png
107,3acd6f94-3ef1-8086-a60f-d2ca36279197,Libya Criticizes Iran,1960-08-01,Libya; Iran; Islamic World; Arab World; Africa; Israel/Palestine,images/0107-Libya-Criticizes-Iran-1.png
108,3acd6f94-3ef1-80e7-b3fb-e48a20e23f0f,Arabs to Discuss Palestine Problem,1960-08-22,"Israel/Palestine; Arab World; Islamic World; ""The Nakba""; Jordan; Hashemites; Arab League",images/0108-Arabs-to-Discuss-Palestine-Problem-1.png
109,3acd6f94-3ef1-805c-b157-fff34ef650a4,Israel Reports Syrian Gunfire,1960-08-05,Israel/Palestine; Syria; Arab World; Islamic World; Ceasefire Violations; Targeting of Civilians; Targeting of Children,images/0109-Israel-Reports-Syrian-Gunfire-1.png
110,3acd6f94-3ef1-80eb-a182-d6563f293b55,Kennedy Says Middle East Goal is End of ‘War’ Against Israel,1960-08-18,Israel/Palestine; US; The Americas; Arab World; Intent in Israel/Palestine; Arab League; Islamic World,images/0110-Kennedy-Says-Middle-East-Goal-is-End-of-War-Against-Israel-1.png
111,3acd6f94-3ef1-80ea-96bb-f1898d278c05,Cairo Seeks Use of Israeli Device,1961-08-04,Egypt; UAR; Arab World; Islamic World; Israel/Palestine; Jewish contributions/activism,images/0111-Cairo-Seeks-Use-of-Israeli-Device-1.png
112,3acd6f94-3ef1-801e-b845-d9d831e1fc7d,Jewish Life Termed At an End in Soviet,1961-08-09,USSR; Russia; Europe; Western Antisemitism; Ethnic Cleansing,images/0112-Jewish-Life-Termed-At-an-End-in-Soviet-1.png
